,setor,matricula,cargo,funcao,salario,mes
946,40º GABINETE DE VEREADOR,230935,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
947,40º GABINETE DE VEREADOR,230950,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
948,40º GABINETE DE VEREADOR,231024,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
949,41º GABINETE DE VEREADOR,40566,VEREADOR,VEREADOR,14353.62,12
950,41º GABINETE DE VEREADOR,29233,CHEFE DE GABINETE,CHEFE DE GABINETE,14244.29,12
951,41º GABINETE DE VEREADOR,29320,ASSESSOR ESPECIAL DE GABINETE,ASSISTENTE DE IMPRENSA,6020.47,12
952,41º GABINETE DE VEREADOR,22866,ASSESSOR  PARLAMENTAR,,9243.96,12
953,41º GABINETE DE VEREADOR,23679,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,11675.28,12
954,41º GABINETE DE VEREADOR,23685,ASSESSOR DE APOIO PARLAMENTAR,,13379.88,12
955,41º GABINETE DE VEREADOR,29235,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
956,41º GABINETE DE VEREADOR,29271,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
957,41º GABINETE DE VEREADOR,29588,COORDENADOR ESPECIAL DE GABINETE,,10691.83,12
958,41º GABINETE DE VEREADOR,52286,COMISSIONADO,,3664.95,12
959,41º GABINETE DE VEREADOR,52332,COMISSIONADO,,3664.95,12
960,41º GABINETE DE VEREADOR,230097,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
961,41º GABINETE DE VEREADOR,230103,ASSESSOR ESPECIAL LEGISLATIVO,,5019.07,12
962,41º GABINETE DE VEREADOR,230738,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
963,41º GABINETE DE VEREADOR,230824,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
964,41º GABINETE DE VEREADOR,230862,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
965,41º GABINETE DE VEREADOR,230906,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3405.71,12
966,41º GABINETE DE VEREADOR,230926,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
967,41º GABINETE DE VEREADOR,231011,COORDENADOR ESPECIAL DE GABINETE,,10691.83,12
968,41º GABINETE DE VEREADOR,231033,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
969,42º GABINETE DE VEREADOR,40405,VEREADOR,VEREADOR,14197.21,12
970,42º GABINETE DE VEREADOR,29093,CHEFE DE GABINETE,CHEFE DE GABINETE,14861.67,12
971,42º GABINETE DE VEREADOR,21793,ASSESSOR ESPECIAL PARLAMENTAR,,10134.45,12
972,42º GABINETE DE VEREADOR,24896,COORDENADOR ESPECIAL DE GABINETE,,11790.64,12
973,42º GABINETE DE VEREADOR,25036,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,12
974,42º GABINETE DE VEREADOR,26299,ASSESSOR ESPECIAL DE GABINETE,,6109.44,12
975,42º GABINETE DE VEREADOR,26409,ASSESSOR ESPECIAL PARLAMENTAR,,7576.26,12
976,42º GABINETE DE VEREADOR,26814,ASSESSOR ESPECIAL PARLAMENTAR,,4816.87,12
977,42º GABINETE DE VEREADOR,28723,ASSESSOR  PARLAMENTAR,,7191.35,12
978,42º GABINETE DE VEREADOR,28752,ASSESSOR ESPECIAL LEGISLATIVO,,4885.19,12
979,42º GABINETE DE VEREADOR,29251,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
980,42º GABINETE DE VEREADOR,29478,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
981,42º GABINETE DE VEREADOR,29545,ASSESSOR  PARLAMENTAR,,6670.68,12
982,42º GABINETE DE VEREADOR,52430,COMISSIONADO,,0.0,12
983,42º GABINETE DE VEREADOR,230303,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
984,42º GABINETE DE VEREADOR,230876,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
985,42º GABINETE DE VEREADOR,230984,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
986,42º GABINETE DE VEREADOR,230985,ASSESSOR DE APOIO PARLAMENTAR,,2118.78,12
987,42º GABINETE DE VEREADOR,231022,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
988,43º GABINETE DE VEREADOR,40567,VEREADOR,VEREADOR,0.0,12
989,43º GABINETE DE VEREADOR,40595,VEREADOR,VEREADOR,14197.21,12
990,43º GABINETE DE VEREADOR,230532,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,12
991,43º GABINETE DE VEREADOR,52426,COMISSIONADO,,0.0,12
992,43º GABINETE DE VEREADOR,52428,COMISSIONADO,,3664.95,12
993,43º GABINETE DE VEREADOR,230644,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
994,43º GABINETE DE VEREADOR,230679,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
995,43º GABINETE DE VEREADOR,230707,ASSESSOR DE APOIO PARLAMENTAR,,2097.06,12
996,43º GABINETE DE VEREADOR,230708,ASSESSOR DE GABINETE,,3917.11,12
997,43º GABINETE DE VEREADOR,230715,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
998,43º GABINETE DE VEREADOR,230717,ASSESSOR DE APOIO PARLAMENTAR,,2031.86,12
999,43º GABINETE DE VEREADOR,230719,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1000,43º GABINETE DE VEREADOR,230721,ASSESSOR DE APOIO PARLAMENTAR,,2177.21,12
1001,43º GABINETE DE VEREADOR,230722,ASSESSOR DE APOIO PARLAMENTAR,,1995.73,12
1002,43º GABINETE DE VEREADOR,230723,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1003,43º GABINETE DE VEREADOR,230724,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1004,43º GABINETE DE VEREADOR,230725,ASSESSOR DE APOIO PARLAMENTAR,,2086.21,12
1005,43º GABINETE DE VEREADOR,230737,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1006,43º GABINETE DE VEREADOR,230805,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
1007,43º GABINETE DE VEREADOR,230904,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1008,43º GABINETE DE VEREADOR,230922,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
1009,43º GABINETE DE VEREADOR,230964,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1010,44º GABINETE DE VEREADOR,40535,VEREADOR,VEREADOR,12820.31,12
1011,44º GABINETE DE VEREADOR,26905,CHEFE DE GABINETE,CHEFE DE GABINETE,17960.94,12
1012,44º GABINETE DE VEREADOR,230252,ASSESSOR ESPECIAL DE GABINETE,ASSISTENTE DE IMPRENSA,5533.97,12
1013,44º GABINETE DE VEREADOR,26897,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1014,44º GABINETE DE VEREADOR,27299,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1015,44º GABINETE DE VEREADOR,27521,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1016,44º GABINETE DE VEREADOR,28212,ASSESSOR DE GABINETE,,5518.49,12
1017,44º GABINETE DE VEREADOR,28312,COORDENADOR ESPECIAL DE GABINETE,,11254.54,12
1018,44º GABINETE DE VEREADOR,28392,COORDENADOR ESPECIAL DE GABINETE,,11254.54,12
1019,44º GABINETE DE VEREADOR,28513,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
1020,44º GABINETE DE VEREADOR,28843,ASSESSOR  PARLAMENTAR,,6982.8,12
1021,44º GABINETE DE VEREADOR,28968,ASSESSOR ESPECIAL DE GABINETE,,6442.9,12
1022,44º GABINETE DE VEREADOR,29615,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1023,44º GABINETE DE VEREADOR,29818,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1024,44º GABINETE DE VEREADOR,29827,ASSESSOR ESPECIAL LEGISLATIVO,,5144.99,12
1025,44º GABINETE DE VEREADOR,29833,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3189.52,12
1026,44º GABINETE DE VEREADOR,52378,COMISSIONADO,,2294.62,12
1027,44º GABINETE DE VEREADOR,52439,COMISSIONADO,,2314.2,12
1028,44º GABINETE DE VEREADOR,230139,ASSESSOR ESPECIAL LEGISLATIVO,,4588.49,12
1029,44º GABINETE DE VEREADOR,230382,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1030,44º GABINETE DE VEREADOR,230861,ASSESSOR  PARLAMENTAR,,6670.68,12
1031,45º GABINETE DE VEREADOR,40449,VEREADOR,VEREADOR,14353.62,12
1032,45º GABINETE DE VEREADOR,25001,CHEFE DE GABINETE,CHEFE DE GABINETE,16283.27,12
1033,45º GABINETE DE VEREADOR,24320,ASSESSOR  PARLAMENTAR,ASSISTENTE DE IMPRENSA,7706.63,12
1034,45º GABINETE DE VEREADOR,22023,COORDENADOR ESPECIAL LEGISLATIVO,,14271.28,12
1035,45º GABINETE DE VEREADOR,24404,ASSESSOR DE GABINETE,,4555.44,12
1036,45º GABINETE DE VEREADOR,24418,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3756.62,12
1037,45º GABINETE DE VEREADOR,24653,ASSESSOR ESPECIAL DE GABINETE,,6390.77,12
1038,45º GABINETE DE VEREADOR,25573,ASSESSOR ESPECIAL PARLAMENTAR,,8413.03,12
1039,45º GABINETE DE VEREADOR,26821,COORDENADOR ESPECIAL LEGISLATIVO,,17586.38,12
1040,45º GABINETE DE VEREADOR,28043,COORDENADOR ESPECIAL LEGISLATIVO,,12989.4,12
1041,45º GABINETE DE VEREADOR,28624,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3508.27,12
1042,45º GABINETE DE VEREADOR,29621,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1043,45º GABINETE DE VEREADOR,230347,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1044,45º GABINETE DE VEREADOR,230348,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1045,45º GABINETE DE VEREADOR,230841,ASSESSOR DE APOIO PARLAMENTAR,,2118.78,12
1046,45º GABINETE DE VEREADOR,230937,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1047,45º GABINETE DE VEREADOR,230987,ASSESSOR ESPECIAL DE GABINETE,,5638.24,12
1048,46º GABINETE DE VEREADOR,40517,VEREADOR,VEREADOR,14301.48,12
1049,46º GABINETE DE VEREADOR,26761,CHEFE DE GABINETE,CHEFE DE GABINETE,15596.04,12
1050,46º GABINETE DE VEREADOR,24928,ASSESSOR ESPECIAL DE GABINETE,,5789.25,12
1051,46º GABINETE DE VEREADOR,26759,COORDENADOR ESPECIAL LEGISLATIVO,,13575.43,12
1052,46º GABINETE DE VEREADOR,26826,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
1053,46º GABINETE DE VEREADOR,27540,COORDENADOR ESPECIAL DE GABINETE,,11686.37,12
1054,46º GABINETE DE VEREADOR,28315,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
1055,46º GABINETE DE VEREADOR,28877,ASSESSOR DE GABINETE,,4079.03,12
1056,46º GABINETE DE VEREADOR,28879,ASSESSOR DE GABINETE,,4036.37,12
1057,46º GABINETE DE VEREADOR,28917,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3544.47,12
1058,46º GABINETE DE VEREADOR,29025,ASSESSOR ESPECIAL PARLAMENTAR,,7462.57,12
1059,46º GABINETE DE VEREADOR,29164,ASSESSOR  PARLAMENTAR,,6899.78,12
1060,46º GABINETE DE VEREADOR,29487,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
1061,46º GABINETE DE VEREADOR,29514,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1062,46º GABINETE DE VEREADOR,29730,ASSESSOR DE APOIO PARLAMENTAR,,2132.99,12
1063,46º GABINETE DE VEREADOR,29740,ASSESSOR DE APOIO PARLAMENTAR,,2132.99,12
1064,46º GABINETE DE VEREADOR,52386,COMISSIONADO,,144.19,12
1065,46º GABINETE DE VEREADOR,230879,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1066,46º GABINETE DE VEREADOR,230899,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
1067,46º GABINETE DE VEREADOR,230956,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1068,47º GABINETE DE VEREADOR,40455,VEREADOR,VEREADOR,0.0,12
1069,47º GABINETE DE VEREADOR,40505,VEREADOR,VEREADOR,14249.35,12
1070,47º GABINETE DE VEREADOR,26290,CHEFE DE GABINETE,CHEFE DE GABINETE,14809.53,12
1071,47º GABINETE DE VEREADOR,21895,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
1072,47º GABINETE DE VEREADOR,24503,ASSESSOR ESPECIAL LEGISLATIVO,,5682.24,12
1073,47º GABINETE DE VEREADOR,27019,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1074,47º GABINETE DE VEREADOR,27022,ASSESSOR  PARLAMENTAR,,7414.8,12
1075,47º GABINETE DE VEREADOR,27030,ASSESSOR DE GABINETE,,4036.37,12
1076,47º GABINETE DE VEREADOR,27451,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1077,47º GABINETE DE VEREADOR,29005,ASSESSOR ESPECIAL LEGISLATIVO,,5019.07,12
1078,47º GABINETE DE VEREADOR,230344,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1079,47º GABINETE DE VEREADOR,230902,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1080,47º GABINETE DE VEREADOR,230903,ASSESSOR  PARLAMENTAR,,6670.68,12
1081,47º GABINETE DE VEREADOR,230907,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1082,47º GABINETE DE VEREADOR,230912,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1083,47º GABINETE DE VEREADOR,230913,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1084,47º GABINETE DE VEREADOR,230961,ASSESSOR  PARLAMENTAR,,6722.82,12
1085,47º GABINETE DE VEREADOR,230962,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1086,47º GABINETE DE VEREADOR,231019,ASSESSOR DE GABINETE,,3874.45,12
1087,47º GABINETE DE VEREADOR,231026,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
1088,48º GABINETE DE VEREADOR,40524,VEREADOR - SUPLENTE,VEREADOR - SUPLENTE,13894.65,12
1089,48º GABINETE DE VEREADOR,22599,CHEFE DE GABINETE,CHEFE DE GABINETE,15528.59,12
1090,48º GABINETE DE VEREADOR,25377,ASSESSOR  PARLAMENTAR,,7087.07,12
1091,48º GABINETE DE VEREADOR,26142,ASSESSOR ESPECIAL PARLAMENTAR,,7680.53,12
1092,48º GABINETE DE VEREADOR,27162,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3394.99,12
1093,48º GABINETE DE VEREADOR,28471,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1094,48º GABINETE DE VEREADOR,28780,ASSESSOR ESPECIAL LEGISLATIVO,,5157.04,12
1095,48º GABINETE DE VEREADOR,29046,COORDENADOR ESPECIAL LEGISLATIVO,,13041.54,12
1096,48º GABINETE DE VEREADOR,29488,COORDENADOR ESPECIAL DE GABINETE,,10602.86,12
1097,48º GABINETE DE VEREADOR,29552,COORDENADOR ESPECIAL LEGISLATIVO,,12550.15,12
1098,48º GABINETE DE VEREADOR,29564,COORDENADOR ESPECIAL DE GABINETE,,10796.1,12
1099,48º GABINETE DE VEREADOR,52153,COMISSIONADO,,2221.23,12
1100,48º GABINETE DE VEREADOR,52416,COMISSIONADO,,200.97,12
1101,48º GABINETE DE VEREADOR,230100,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1102,48º GABINETE DE VEREADOR,230202,ASSESSOR  PARLAMENTAR,,6670.68,12
1103,48º GABINETE DE VEREADOR,230328,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3368.2,12
1104,48º GABINETE DE VEREADOR,230966,ASSESSOR ESPECIAL LEGISLATIVO,,5019.07,12
1105,48º GABINETE DE VEREADOR,231016,ASSESSOR DE APOIO PARLAMENTAR,,2118.78,12
1106,48º GABINETE DE VEREADOR,231025,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
1107,48º GABINETE DE VEREADOR,231031,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1108,48º GABINETE DE VEREADOR,231034,ASSESSOR ESPECIAL PARLAMENTAR,,7288.01,12
1109,49º GABINETE DE VEREADOR,40568,VEREADOR,VEREADOR,14218.69,12
1110,49º GABINETE DE VEREADOR,29200,CHEFE DE GABINETE,CHEFE DE GABINETE,14124.71,12
1111,49º GABINETE DE VEREADOR,230821,COORDENADOR ESPECIAL LEGISLATIVO,ASSISTENTE DE IMPRENSA,11193.32,12
1112,49º GABINETE DE VEREADOR,29370,ASSESSOR ESPECIAL DE GABINETE,,5586.1,12
1113,49º GABINETE DE VEREADOR,29575,ASSESSOR ESPECIAL PARLAMENTAR,,7392.29,12
1114,49º GABINETE DE VEREADOR,29622,ASSESSOR ESPECIAL LEGISLATIVO,,3724.63,12
1115,49º GABINETE DE VEREADOR,29807,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1116,49º GABINETE DE VEREADOR,52312,COMISSIONADO,,0.0,12
1117,49º GABINETE DE VEREADOR,52433,COMISSIONADO,,0.0,12
1118,49º GABINETE DE VEREADOR,230042,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1119,49º GABINETE DE VEREADOR,230302,ASSESSOR ESPECIAL PARLAMENTAR,,6654.66,12
1120,49º GABINETE DE VEREADOR,230317,ASSESSOR DE APOIO PARLAMENTAR,,2249.93,12
1121,49º GABINETE DE VEREADOR,230477,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1122,49º GABINETE DE VEREADOR,230519,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
1123,49º GABINETE DE VEREADOR,230536,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1124,49º GABINETE DE VEREADOR,230575,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1125,49º GABINETE DE VEREADOR,230587,ASSESSOR DE GABINETE,,3917.11,12
1126,49º GABINETE DE VEREADOR,230621,ASSESSOR ESPECIAL PARLAMENTAR,,7251.18,12
1127,49º GABINETE DE VEREADOR,230780,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1128,49º GABINETE DE VEREADOR,230846,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1129,49º GABINETE DE VEREADOR,231027,ASSESSOR DE APOIO PARLAMENTAR,,2267.34,12
1130,50º GABINETE DE VEREADOR,40519,VEREADOR,VEREADOR,14249.35,12
1131,50º GABINETE DE VEREADOR,27881,CHEFE DE GABINETE,CHEFE DE GABINETE,15580.74,12
1132,50º GABINETE DE VEREADOR,24036,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3608.09,12
1133,50º GABINETE DE VEREADOR,24547,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
1134,50º GABINETE DE VEREADOR,25208,COORDENADOR ESPECIAL DE GABINETE,,11738.5,12
1135,50º GABINETE DE VEREADOR,26886,ASSESSOR ESPECIAL LEGISLATIVO,,5432.15,12
1136,50º GABINETE DE VEREADOR,26892,COORDENADOR ESPECIAL DE GABINETE,,11738.5,12
1137,50º GABINETE DE VEREADOR,27179,COORDENADOR ESPECIAL DE GABINETE,,11686.37,12
1138,50º GABINETE DE VEREADOR,27335,COORDENADOR ESPECIAL DE GABINETE,,11150.27,12
1139,50º GABINETE DE VEREADOR,27373,ASSESSOR ESPECIAL PARLAMENTAR,,10082.31,12
1140,50º GABINETE DE VEREADOR,27515,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3217.95,12
1141,50º GABINETE DE VEREADOR,27566,ASSESSOR ESPECIAL LEGISLATIVO,,5454.56,12
1142,50º GABINETE DE VEREADOR,28182,COORDENADOR ESPECIAL DE GABINETE,,11306.68,12
1143,50º GABINETE DE VEREADOR,28495,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3459.15,12
1144,50º GABINETE DE VEREADOR,28862,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1145,50º GABINETE DE VEREADOR,29813,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1146,50º GABINETE DE VEREADOR,29922,ASSESSOR  PARLAMENTAR,,6774.95,12
1147,50º GABINETE DE VEREADOR,29978,ASSESSOR DE APOIO PARLAMENTAR,,2129.93,12
1148,50º GABINETE DE VEREADOR,230560,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1149,51º GABINETE DE VEREADOR,40433,VEREADOR,VEREADOR,0.0,12
1150,51º GABINETE DE VEREADOR,40543,VEREADOR,VEREADOR,0.0,12
1151,51º GABINETE DE VEREADOR,40571,VEREADOR,VEREADOR,0.0,12
1152,51º GABINETE DE VEREADOR,40591,VEREADOR,VEREADOR,14197.21,12
1153,51º GABINETE DE VEREADOR,27133,CHEFE DE GABINETE,CHEFE DE GABINETE,16452.77,12
1154,51º GABINETE DE VEREADOR,230598,COORDENADOR ESPECIAL DE GABINETE,ASSISTENTE DE IMPRENSA,10639.69,12
1155,51º GABINETE DE VEREADOR,20578,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1156,51º GABINETE DE VEREADOR,230535,ASSESSOR ESPECIAL LEGISLATIVO,,4930.11,12
1157,51º GABINETE DE VEREADOR,230541,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
1158,51º GABINETE DE VEREADOR,230641,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3348.83,12
1159,51º GABINETE DE VEREADOR,230768,COORDENADOR ESPECIAL DE GABINETE,,12249.02,12
1160,51º GABINETE DE VEREADOR,230809,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
1161,51º GABINETE DE VEREADOR,230830,COORDENADOR ESPECIAL DE GABINETE,,8242.42,12
1162,51º GABINETE DE VEREADOR,230989,COORDENADOR ESPECIAL DE GABINETE,,10639.69,12
1163,51º GABINETE DE VEREADOR,230999,ASSESSOR ESPECIAL LEGISLATIVO,,4966.94,12
1164,51º GABINETE DE VEREADOR,231003,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1165,52º GABINETE DE VEREADOR,40538,VEREADOR,VEREADOR,CORREGEDORIA,12
1166,52º GABINETE DE VEREADOR,28240,CHEFE DE GABINETE,CHEFE DE GABINETE,16283.27,12
1167,52º GABINETE DE VEREADOR,25421,ASSESSOR DE GABINETE,,4376.19,12
1168,52º GABINETE DE VEREADOR,28125,COORDENADOR ESPECIAL LEGISLATIVO,,11010.66,12
1169,52º GABINETE DE VEREADOR,28127,ASSESSOR ESPECIAL PARLAMENTAR,,7985.8,12
1170,52º GABINETE DE VEREADOR,28247,ASSESSOR ESPECIAL PARLAMENTAR,,6447.49,12
1171,52º GABINETE DE VEREADOR,28613,ASSESSOR DE APOIO PARLAMENTAR,,2217.57,12
1172,52º GABINETE DE VEREADOR,28763,ASSESSOR ESPECIAL LEGISLATIVO,,5193.87,12
1173,52º GABINETE DE VEREADOR,28915,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3331.25,12
1174,52º GABINETE DE VEREADOR,29043,COORDENADOR ESPECIAL LEGISLATIVO,,13093.68,12
1175,52º GABINETE DE VEREADOR,29640,ASSESSOR ESPECIAL PARLAMENTAR,,7340.15,12
1176,52º GABINETE DE VEREADOR,29661,ASSESSOR DE APOIO PARLAMENTAR,,2118.78,12
1177,52º GABINETE DE VEREADOR,29670,ASSESSOR ESPECIAL PARLAMENTAR,,5414.16,12
1178,52º GABINETE DE VEREADOR,29792,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2726.84,12
1179,52º GABINETE DE VEREADOR,230523,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1180,52º GABINETE DE VEREADOR,230524,ASSESSOR DE APOIO PARLAMENTAR,,2118.78,12
1181,52º GABINETE DE VEREADOR,230788,COORDENADOR ESPECIAL LEGISLATIVO,,13666.99,12
1182,52º GABINETE DE VEREADOR,230970,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1183,53º GABINETE DE VEREADOR,40475,VEREADOR,VEREADOR,14301.48,12
1184,53º GABINETE DE VEREADOR,24777,CHEFE DE GABINETE,CHEFE DE GABINETE,16387.55,12
1185,53º GABINETE DE VEREADOR,24564,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
1186,53º GABINETE DE VEREADOR,25269,ASSESSOR ESPECIAL DE GABINETE,,6109.44,12
1187,53º GABINETE DE VEREADOR,25375,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
1188,53º GABINETE DE VEREADOR,26390,COORDENADOR ESPECIAL LEGISLATIVO,,13562.72,12
1189,53º GABINETE DE VEREADOR,26481,ASSESSOR ESPECIAL DE GABINETE,,5893.53,12
1190,53º GABINETE DE VEREADOR,27329,ASSESSOR DE GABINETE,,4206.38,12
1191,53º GABINETE DE VEREADOR,28477,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1192,53º GABINETE DE VEREADOR,29023,ASSESSOR ESPECIAL PARLAMENTAR,,7235.87,12
1193,53º GABINETE DE VEREADOR,29801,ASSESSOR DE GABINETE,,3991.82,12
1194,53º GABINETE DE VEREADOR,29937,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1195,53º GABINETE DE VEREADOR,230087,COORDENADOR ESPECIAL LEGISLATIVO,,12341.6,12
1196,53º GABINETE DE VEREADOR,230421,ASSESSOR DE GABINETE,,3874.45,12
1197,53º GABINETE DE VEREADOR,230422,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,3311.32,12
1198,53º GABINETE DE VEREADOR,230431,ASSESSOR DE GABINETE,,3874.45,12
1199,53º GABINETE DE VEREADOR,230980,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1200,54º GABINETE DE VEREADOR,40569,VEREADOR,VEREADOR,0.0,12
1201,54º GABINETE DE VEREADOR,40596,VEREADOR,VEREADOR,14197.21,12
1202,54º GABINETE DE VEREADOR,231049,CHEFE DE GABINETE,CHEFE DE GABINETE,11385.41,12
1203,54º GABINETE DE VEREADOR,22250,ASSESSOR ESPECIAL PARLAMENTAR,,8360.9,12
1204,54º GABINETE DE VEREADOR,26862,ASSESSOR  PARLAMENTAR,,9025.57,12
1205,54º GABINETE DE VEREADOR,29289,ASSESSOR ESPECIAL DE GABINETE,,4687.26,12
1206,54º GABINETE DE VEREADOR,52310,COMISSIONADO,,3824.26,12
1207,54º GABINETE DE VEREADOR,230590,ASSESSOR DE GABINETE,,1996.48,12
1208,54º GABINETE DE VEREADOR,230591,COORDENADOR ESPECIAL DE GABINETE,,8876.62,12
1209,54º GABINETE DE VEREADOR,230597,ASSESSOR ESPECIAL DE GABINETE,,5533.97,12
1210,54º GABINETE DE VEREADOR,230607,COORDENADOR ESPECIAL DE GABINETE,,8914.59,12
1211,54º GABINETE DE VEREADOR,230668,ASSESSOR ESPECIAL DE GABINETE,,4303.37,12
1212,54º GABINETE DE VEREADOR,230670,ASSESSOR ESPECIAL DE APOIO PARLAMENTAR,,2537.72,12
1213,54º GABINETE DE VEREADOR,230672,ASSESSOR ESPECIAL LEGISLATIVO,,5071.21,12
